SFTAZ,COUNTY,DISTRICT,MTCTAZ,HHLDS,POP,POPD,EMPRES,EMPRESD,CIE,MED,MIPS,PDR,RETAIL,VISITOR,TOTALEMP,EMPD,NETCON,CROSSING,SAFETY,VITALITY,TOPOLOGY,AREATYPE,SUPERDST,MTCEMP,MTCPOP,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,AVGINCQ1,AVGINCQ2,AVGINCQ3,AVGINCQ4,AVGHHINC,SHPOP62P,TOTACRE,RETEMP,SEREMP,OTHEMP,AGREMP,MFGEMP,TRDEMP,SERVICE,PKDISTNO,PKDIST,FREEPARK,SUBPARK,PAIDPARK,PPAYING,PRKAVIND,ONSTREET,OFSTREET,PRKCSTWH,PRKCSTOH,TOTPARK,COLLENROLL,HIGHENROLL,GRADENROLL,SFDU,MFDU,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,HHPOP,GQPOP,DIST15,DIST22,DIST40,DIST51,STATE,CNTY_ID,CNTY_NAM,PUMA,POWPUMA,PLACE_ID,PLACE_NAM,DIST_PLC_1,DIST_PLC_2,DIST_PLC_N,DIST22NAME,DIST40NAME,DISTPLC2_S
62,1,8,136,415,1575,40.21961185,635,16.21552605,11,712,25,44,21,0,813,20.76098059,2,2,2,2,2,3,3,460,3187,114,116,90,94,0,0,0,0,0,0.31,39.16,0,0,0,0,0,0,723,24,25,0.333,0.167,0.5,1,1.889,1,0,0,0,510,0,0,0,403,12,104,213,419,402,436,1364,211,10,14,5,35,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,14,5,1
63,1,8,138,403,1482,38.90784983,642,16.85481754,92,0,13,21,3,0,129,3.386715673,2,3,2,1,2,3,3,1622,9562,131,104,109,59,0,0,0,0,0,0.2,38.09,0,0,0,0,0,0,92,24,26,0.333,0.167,0.5,1,1.889,1,0,0,0,482,0,0,1482,331,72,113,251,449,416,254,1479,3,9,5,5,30,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
64,1,8,137,345,1250,40.33559213,577,18.61890933,45,0,22,5,3,0,75,2.420135528,2,3,3,2,1,3,3,334,5679,86,67,100,93,0,0,0,0,0,0.21,30.99,0,0,0,0,0,0,45,24,26,0.333,0.167,0.5,1,1.889,1,0,0,0,432,0,0,1250,328,17,83,202,375,374,216,1245,5,9,5,5,30,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
65,1,8,133,316,800,8.245722531,452,4.65883323,249,30,797,429,429,0,1934,19.93403422,2,1,2,2,2,3,3,2461,6280,71,62,93,90,0,0,0,0,0,0.18,97.02,0,0,0,0,0,0,279,21,20,0.75,0,0.25,1,2.25,1,0,0.217,0.603,605,800,0,0,235,81,46,99,265,274,116,798,2,11,6,5,43,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,5,1
66,1,8,134,312,1069,42.10319023,477,18.78692399,38,19,14,10,34,2,117,4.60811343,2,3,3,2,2,3,3,1051,8564,86,76,90,59,0,0,0,0,0,0.2,25.39,0,0,0,0,0,0,59,24,25,0.333,0.167,0.5,1,1.889,1,0,0,0,499,0,0,1069,263,49,72,161,330,327,179,1063,6,10,14,5,34,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,14,5,1
67,1,9,147,285,1059,41.41572155,346,13.53148221,3,1,21,7,13,0,45,1.759874853,2,2,2,1,1,3,3,1110,5321,115,64,62,43,0,0,0,0,0,0.17,25.57,0,0,0,0,0,0,4,20,22,0.5,0,0.5,1,1.375,1,0,0,0,504,0,0,0,199,86,98,246,305,264,146,1038,21,9,5,5,29,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
68,1,9,147,306,1143,44.56140351,372,14.50292398,5,0,29,11,7,0,52,2.027290448,2,2,2,1,1,3,3,1110,5321,124,69,67,46,0,0,0,0,0,0.17,25.65,0,0,0,0,0,0,5,20,22,0.5,0,0.5,1,1.375,1,0,0,0,565,0,0,0,214,92,106,266,329,284,158,1119,24,9,5,5,29,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
69,1,8,137,518,1878,51.65016502,867,23.84488449,27,25,25,80,68,4,229,6.298129813,2,2,1,1,1,3,3,334,5679,129,100,150,139,0,0,0,0,0,0.21,36.36,0,0,0,0,0,0,56,24,26,0.333,0.167,0.5,1,1.889,1,0,0,0,711,0,0,0,492,26,125,304,563,561,325,1871,7,10,5,5,35,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
70,1,8,138,418,1538,40.54837859,666,17.55866069,14,9,15,14,25,1,78,2.056419721,2,3,3,2,1,3,3,1622,9562,136,108,113,61,0,0,0,0,0,0.2,37.93,0,0,0,0,0,0,24,24,26,0.333,0.167,0.5,1,1.889,1,0,0,0,612,0,0,0,343,75,118,260,465,431,263,1535,3,9,5,5,30,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
71,1,8,133,562,1422,31.32848645,804,17.71315268,1,0,19,27,7,0,54,1.189689359,2,3,3,2,2,3,3,2461,6280,126,110,166,160,0,0,0,0,0,0.18,45.39,0,0,0,0,0,0,1,21,20,0.75,0,0.25,1,2.25,1,0,0,0,594,0,0,0,418,144,82,176,471,488,206,1419,3,11,6,5,43,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,5,1
72,1,8,137,430,1561,41.67111586,720,19.22050187,3,0,25,40,14,0,82,2.189001602,2,2,1,1,1,3,3,334,5679,107,83,125,116,0,0,0,0,0,0.21,37.46,0,0,0,0,0,0,3,24,26,0.333,0.167,0.5,1,1.889,1,0,0,0,958,0,0,0,409,21,104,252,468,466,270,1554,7,10,5,5,35,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
73,1,8,133,498,1261,30.20359281,712,17.05389222,48,6,59,18,73,1,205,4.910179641,2,3,3,2,2,3,3,2461,6280,112,98,147,142,0,0,0,0,0,0.18,41.75,0,0,0,0,0,0,55,21,20,0.75,0,0.25,1,2.25,0.923,0.078,0,0,981,0,0,1261,370,128,72,156,418,432,183,1258,3,11,6,5,43,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,5,1
74,1,9,147,321,1195,46.53426791,390,15.18691589,101,0,22,11,11,0,145,5.646417445,2,2,2,1,1,3,3,1110,5321,130,72,70,49,0,0,0,0,0,0.17,25.68,0,0,0,0,0,0,101,20,22,0.5,0,0.5,1,1.375,1,0,0,0,498,0,0,0,224,97,110,278,344,297,165,1171,24,9,5,5,29,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
75,1,8,138,367,1353,29.27304197,586,12.67849416,138,85,275,201,64,0,763,16.50800519,2,2,1,1,1,3,3,1622,9562,119,95,100,54,0,0,0,0,0,0.2,46.22,0,0,0,0,0,0,223,24,26,0.333,0.167,0.5,1,1.889,1,0,0.211,0.585,226,0,0,0,301,66,104,229,409,379,231,1350,3,9,5,5,30,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
76,1,9,140,388,1388,41.11374408,573,16.97274882,69,10,20,10,22,2,133,3.93957346,2,1,2,2,1,3,3,410,4783,117,96,102,73,0,0,0,0,0,0.2,33.76,0,0,0,0,0,0,81,20,22,0.5,0,0.5,1,1.375,1,0,0,0,153,0,0,1388,296,92,105,284,387,385,227,1380,8,9,5,5,29,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
77,1,8,134,371,1274,32.73381295,568,14.59403905,6,3,34,10,29,1,83,2.132579651,2,3,3,2,2,3,3,1051,8564,103,91,107,71,0,0,0,0,0,0.2,38.92,0,0,0,0,0,0,10,24,25,0.333,0.167,0.5,1,1.889,1,0,0,0,783,0,0,0,313,58,85,192,393,389,214,1267,7,10,14,5,34,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,14,5,1
78,1,8,133,429,1086,32.61261261,613,18.40840841,39,11,72,11,22,0,155,4.654654655,2,3,3,2,2,3,3,2461,6280,96,84,126,122,0,0,0,0,0,0.18,33.3,0,0,0,0,0,0,50,24,20,0.333,0.167,0.5,1,1.889,1,0,0,0,644,0,0,1086,319,110,62,134,360,372,158,1083,3,11,6,5,43,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,5,1
79,1,8,138,496,1825,29.52119055,791,12.79521191,133,61,79,70,230,8,581,9.398252993,2,3,2,2,1,3,3,1622,9562,161,128,135,73,0,0,0,0,0,0.2,61.82,0,0,0,0,0,0,202,24,26,0.333,0.167,0.5,1,1.889,1,0,0,0,331,0,0,1825,407,89,140,309,552,512,312,1821,4,9,5,5,30,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
80,1,8,134,439,1505,38.21736922,671,17.03910615,83,14,57,32,42,1,229,5.815134586,2,3,3,2,2,3,3,1051,8564,121,107,127,84,0,0,0,0,0,0.2,39.38,0,0,0,0,0,0,98,24,25,0.333,0.167,0.5,1,1.889,1,0,0,0,569,0,0,0,371,68,101,227,464,460,253,1497,8,6,14,5,21,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,14,5,1
81,1,6,187,311,858,17.69072165,358,7.381443299,1,0,14,5,10,0,30,0.618556701,3,3,2,1,2,3,4,928,4106,63,53,93,102,0,0,0,0,0,0.33,48.5,0,0,0,0,0,0,1,23,19,0.75,0,0.25,1,2.25,1,0,0,0,184,0,0,0,302,9,38,115,186,262,257,856,2,12,7,6,48,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
82,1,8,132,317,879,17.409388,474,9.387997623,2,4,14,3,1,0,24,0.475341652,2,3,3,2,2,3,3,1596,3750,68,52,66,132,0,0,0,0,0,0.22,50.49,0,0,0,0,0,0,6,10,20,0.75,0,0.25,1,2.25,1,0,0,0,1140,0,0,0,270,47,55,123,242,304,154,875,4,11,6,5,42,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,5,1
83,1,6,187,247,680,13.57014568,284,5.667531431,8,9,15,6,60,1,99,1.975653562,3,3,2,1,2,3,4,928,4106,50,42,74,81,0,0,0,0,0,0.33,50.11,0,0,0,0,0,0,18,23,19,0.75,0,0.25,1,2.25,1,0,0,0,687,0,0,0,240,7,30,91,147,208,204,678,2,12,7,6,48,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
84,1,6,187,314,867,26.43292683,361,11.00609756,41,0,133,265,50,0,489,14.90853659,2,2,3,2,3,3,4,928,4106,63,54,94,103,0,0,0,0,0,0.33,32.8,0,0,0,0,0,0,41,23,19,0.75,0,0.25,1,2.25,1,0,0.211,0.586,990,0,0,0,305,9,39,116,188,265,260,864,3,12,7,6,48,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
85,1,6,187,389,1074,25.4985755,448,10.6362773,4,0,21,21,9,0,55,1.305792972,2,2,3,2,3,3,4,928,4106,79,67,117,127,0,0,0,0,0,0.33,42.12,0,0,0,0,0,0,4,21,19,0.75,0,0.25,1,2.25,1,0,0,0,787,0,0,0,377,12,48,144,232,328,322,1071,3,12,7,6,48,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
86,1,6,187,245,675,15.65035938,282,6.538372363,30,24,236,73,48,0,411,9.529329933,2,2,3,2,3,3,4,928,4106,49,42,73,80,0,0,0,0,0,0.33,43.13,0,0,0,0,0,0,54,21,19,0.75,0,0.25,1,2.25,1,0,0,0,753,0,0,0,238,7,30,90,146,206,202,673,2,12,7,6,48,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
87,1,8,126,846,2516,34.06444625,1185,16.04386677,44,2,26,18,18,1,109,1.475764961,2,2,1,1,1,3,3,170,4313,335,158,230,122,0,0,0,0,0,0.17,73.86,0,0,0,0,0,0,47,24,21,0.333,0.167,0.5,1,1.889,1,0,0,0,492,0,0,0,510,336,209,430,849,691,337,2513,3,6,13,5,21,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,13,5,1
88,1,8,126,658,1955,40.51813472,921,19.0880829,9,10,54,14,14,3,104,2.155440415,2,3,2,2,1,3,3,170,4313,261,123,179,95,0,0,0,0,0,0.17,48.25,0,0,0,0,0,0,22,24,21,0.333,0.167,0.5,1,1.889,1,0,0,0,76,0,0,0,397,261,163,334,660,537,262,1952,3,6,13,5,21,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,13,5,1
89,1,9,139,872,3463,51.31890931,1296,19.20569057,26,10,75,60,45,2,218,3.230586841,2,2,2,2,2,3,3,1070,6103,335,175,205,158,0,0,0,0,0,0.2,67.48,0,0,0,0,0,0,38,20,22,0.5,0,0.5,1,1.375,1,0,0,0,1019,0,0,0,692,180,217,660,981,1018,587,3452,11,9,5,5,29,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
90,1,8,124,406,1087,48.33259226,641,28.50155625,27,3,20,38,40,0,128,5.691418408,2,2,2,2,1,3,3,454,3441,148,98,73,88,0,0,0,0,0,0.14,22.49,0,0,0,0,0,0,30,24,21,0.333,0.167,0.5,1,1.889,1,0,0,0,503,0,0,1087,230,176,77,175,424,295,115,1081,6,6,13,5,21,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,13,5,1
91,1,6,169,355,998,16.26997066,501,8.167590479,0,3,34,5,9,1,52,0.847733942,2,3,3,2,1,3,4,1768,7132,59,37,72,187,0,0,0,0,0,0.25,61.34,0,0,0,0,0,0,4,10,19,0.75,0,0.25,1,2.25,1,0,0,0,775,0,0,0,329,26,55,159,215,359,210,997,1,11,7,6,42,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
92,1,8,138,603,2219,33.14908874,962,14.37107858,549,68,444,241,226,15,1543,23.05049298,2,2,1,1,1,3,3,1622,9562,195,155,164,89,0,0,0,0,0,0.2,66.94,0,0,0,0,0,0,632,24,26,0.333,0.167,0.5,1,1.889,1,0,0.219,0.608,460,0,0,0,495,108,170,375,672,622,380,2214,5,9,5,5,30,6,6075,SanFrancisco,602207,6022,667000,SanFrancisco,11,1,San Francisco,5,5,1
93,1,5,183,328,969,31.28834356,480,15.49886987,0,2,28,15,6,0,51,1.646754924,2,3,3,2,2,3,4,1011,7303,93,78,88,68,0,0,0,0,0,0.26,30.97,0,0,0,0,0,0,2,25,18,0.533,0,0.467,1,1.875,0,0,0,0,0,0,0,0,283,45,49,133,280,293,215,965,4,12,8,6,47,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,6,1
94,1,8,127,310,674,31.03130755,436,20.07366483,5,0,25,7,3,0,40,1.841620626,2,2,3,2,1,2,3,622,3883,64,37,87,123,0,0,0,0,0,0.15,21.72,0,0,0,0,0,0,5,24,20,0.333,0.167,0.5,1,1.889,1,0,0,0,507,0,0,0,173,137,40,64,265,228,76,670,4,6,6,5,20,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,5,1
95,1,8,131,699,1680,25.06340445,935,13.94897807,0,4,40,9,9,11,73,1.089064598,1,3,3,1,1,3,3,627,6410,136,101,179,282,0,0,0,0,0,0.25,67.03,0,0,0,0,0,0,15,10,20,0.75,0,0.25,1,2.25,1,0,0,0,348,0,0,0,674,25,92,182,424,639,343,1675,5,11,6,5,44,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,5,1
96,1,8,125,451,1249,56.0844185,770,34.57566233,2,0,31,16,9,0,58,2.604400539,2,2,2,2,1,3,3,274,2943,109,86,155,102,0,0,0,0,0,0.18,22.27,0,0,0,0,0,0,2,24,21,0.333,0.167,0.5,1,1.889,1,0,0,0,1096,0,0,0,355,96,88,191,406,380,184,1240,9,6,13,5,21,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,13,5,1
97,1,8,130,479,1057,24.27652733,606,13.9182361,34,9,97,26,1,0,167,3.835553514,2,3,3,2,2,2,3,920,3992,108,97,121,153,0,0,0,0,0,0.21,43.54,0,0,0,0,0,0,43,24,20,0.333,0.167,0.5,1,1.889,1,0,0,0,375,0,0,0,336,143,54,117,302,409,174,1055,2,6,6,5,20,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,5,1
98,1,8,124,380,1019,30.36352801,601,17.90822408,9,11,34,35,26,1,116,3.456495828,2,2,2,2,1,3,3,454,3441,138,92,68,82,0,0,0,0,0,0.14,33.56,0,0,0,0,0,0,21,24,21,0.333,0.167,0.5,1,1.889,0.939,0.061,0,0,1471,0,0,0,215,165,73,164,397,277,108,1013,6,6,13,5,21,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,13,5,1
99,1,5,182,459,1298,38.75783816,664,19.82681397,27,10,11,17,52,11,128,3.822036429,2,3,3,1,3,3,4,382,6761,121,112,143,82,0,0,0,0,0,0.22,33.49,0,0,0,0,0,0,48,25,18,0.533,0,0.467,1,1.875,1,0,0,0,527,0,0,0,356,103,59,187,404,406,242,1296,2,12,8,6,47,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,6,1
100,1,8,125,316,876,43.13146233,541,26.63712457,52,0,54,10,5,0,121,5.957656327,2,2,2,2,1,3,3,274,2943,76,60,109,71,0,0,0,0,0,0.18,20.31,0,0,0,0,0,0,52,24,21,0.333,0.167,0.5,1,1.889,1,0,0,0,801,0,0,876,249,67,62,134,285,266,129,869,7,6,13,5,21,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,13,5,1
101,1,8,127,504,1097,30.46376007,709,19.68897528,1,5,60,11,2,0,79,2.193835046,2,2,3,2,1,2,3,622,3883,104,60,141,199,0,0,0,0,0,0.15,36.01,0,0,0,0,0,0,6,24,20,0.333,0.167,0.5,1,1.889,1,0,0,0,985,0,0,0,281,223,65,105,432,371,124,1090,7,6,6,5,20,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,5,1
102,1,8,124,539,1444,41.56591825,852,24.52504318,6,2,48,17,10,2,85,2.446747265,2,2,2,2,1,3,3,454,3441,196,130,96,117,0,0,0,0,0,0.14,34.74,0,0,0,0,0,0,10,24,21,0.333,0.167,0.5,1,1.889,1,0,0,0,748,0,0,0,305,234,103,233,563,392,153,1436,8,6,13,5,21,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,13,5,1
103,1,6,170,281,743,14.70995842,368,7.285686003,1,3,28,4,3,1,40,0.791922392,2,2,3,2,1,3,4,2558,5686,52,37,58,134,0,0,0,0,0,0.27,50.51,0,0,0,0,0,0,5,10,19,0.75,0,0.25,1,2.25,1,0,0,0,1022,0,0,0,244,37,44,100,178,254,168,732,11,11,7,6,41,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
104,1,8,127,556,1211,33.7608029,782,21.80094787,65,10,102,42,9,8,236,6.57931419,2,2,3,2,1,2,3,622,3883,115,66,155,220,0,0,0,0,0,0.15,35.87,0,0,0,0,0,0,83,24,20,0.333,0.167,0.5,1,1.889,1,0,0,0,181,0,0,1211,310,246,72,115,477,409,137,1203,8,6,6,5,20,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,6,5,1
105,1,8,123,357,889,52.26337449,538,31.62845385,8,0,24,12,4,0,48,2.821869489,2,2,2,3,2,1,3,2182,4341,96,75,109,77,0,0,0,0,0,0.15,17.01,0,0,0,0,0,0,8,24,21,0.333,0.167,0.5,1,1.889,1,0,0,0,862,0,0,0,121,236,61,102,366,257,103,856,33,6,13,5,21,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,13,5,1
106,1,5,183,486,1437,44.01225115,712,21.80704441,39,3,19,37,22,0,120,3.675344564,2,3,3,2,2,3,4,1011,7303,138,116,131,101,0,0,0,0,0,0.26,32.65,0,0,0,0,0,0,42,25,18,0.533,0,0.467,1,1.875,1,0,0,0,518,0,0,0,420,66,72,198,415,434,318,1431,6,12,8,6,47,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,6,1
107,1,7,128,436,908,40.070609,608,26.83142101,19,10,27,19,33,0,108,4.766107679,3,2,3,3,2,3,3,515,5152,96,102,117,121,0,0,0,0,0,0.15,22.66,0,0,0,0,0,0,29,24,17,0.333,0.167,0.5,1,1.889,1,0,0,0,497,0,0,0,120,316,51,80,413,262,103,900,8,6,12,5,19,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,12,5,1
108,1,8,123,366,911,49.97257268,553,30.33461327,41,31,40,23,268,24,427,23.42292924,2,2,2,3,2,1,3,2182,4341,98,77,112,79,0,0,0,0,0,0.15,18.23,0,0,0,0,0,0,96,24,21,0.333,0.167,0.5,1,1.889,1,0,0,0,1219,0,0,0,124,242,63,105,375,263,105,879,32,6,13,5,21,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,13,5,1
109,1,6,170,348,920,18.54464826,456,9.191695223,58,37,58,76,177,1,407,8.203991131,2,2,3,2,1,3,4,2558,5686,64,46,72,166,0,0,0,0,0,0.27,49.61,0,0,0,0,0,0,96,10,19,0.75,0,0.25,1,2.25,1,0,0,0,611,0,0,0,302,46,54,124,220,314,208,907,13,11,7,6,41,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
110,1,5,182,426,1202,39.30673643,616,20.14388489,17,10,29,65,21,2,144,4.708960105,2,3,3,1,3,3,4,382,6761,113,104,133,76,0,0,0,0,0,0.22,30.58,0,0,0,0,0,0,29,25,18,0.533,0,0.467,1,1.875,1,0,0,0,521,0,0,0,331,95,55,173,374,376,224,1200,2,12,8,6,47,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,6,1
111,1,5,182,638,1801,41.28839982,922,21.13709308,12,5,36,63,10,0,126,2.888583219,2,3,3,1,3,3,4,382,6761,169,156,199,114,0,0,0,0,0,0.22,43.62,0,0,0,0,0,0,17,25,18,0.533,0,0.467,1,1.875,1,0,0,0,770,0,0,0,495,143,82,259,560,563,336,1798,3,12,8,6,47,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,6,1
112,1,5,183,540,1592,36.47193585,789,18.07560137,4,3,42,14,76,8,147,3.367697595,2,3,3,2,2,3,4,1011,7303,154,129,145,112,0,0,0,0,0,0.26,43.65,0,0,0,0,0,0,15,25,18,0.533,0,0.467,1,1.875,1,0,0,0,519,0,0,0,466,74,80,219,460,481,353,1585,7,12,8,6,47,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,6,1
113,1,7,128,520,1085,41.94047159,727,28.10204871,63,15,85,43,34,0,240,9.277155006,3,2,3,3,2,3,3,515,5152,114,121,140,144,0,0,0,0,0,0.15,25.87,0,0,0,0,0,0,78,24,17,0.333,0.167,0.5,1,1.889,1,0,0,0,302,0,0,1085,144,376,61,95,493,313,124,1075,10,6,12,5,19,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,12,5,1
114,1,8,121,391,946,35.37771129,572,21.39117427,4,2,26,9,2,0,43,1.608077786,1,2,3,2,1,3,3,579,3112,93,82,89,127,0,0,0,0,0,0.18,26.74,0,0,0,0,0,0,6,24,21,0.333,0.167,0.5,1,1.889,1,0,0,0,596,0,0,0,271,120,50,104,350,311,131,929,17,6,13,5,21,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,13,5,1
115,1,6,172,350,926,37.79591837,492,20.08163265,8,12,29,22,147,1,219,8.93877551,2,2,3,2,1,3,4,1315,5160,70,45,83,152,0,0,0,0,0,0.23,24.5,0,0,0,0,0,0,21,25,19,0.533,0,0.467,1,1.875,1,0,0,0,508,0,0,0,302,48,52,137,236,325,175,926,0,12,7,6,47,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
116,1,8,123,472,1174,53.58283889,712,32.49657691,0,1,40,15,0,0,56,2.555910543,2,2,2,3,2,1,3,2182,4341,126,99,144,102,0,0,0,0,0,0.15,21.91,0,0,0,0,0,0,1,24,21,0.333,0.167,0.5,1,1.889,1,0,0,0,795,0,0,0,160,312,81,135,484,339,135,1133,41,6,13,5,21,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,13,5,1
117,1,6,171,295,760,19.26489227,395,10.01267427,26,15,96,17,128,0,282,7.148288973,2,2,3,2,1,3,4,689,2245,49,32,49,164,0,0,0,0,0,0.24,39.45,0,0,0,0,0,0,41,10,19,0.75,0,0.25,1,2.25,1,0,0,0,575,0,0,0,283,12,51,96,200,261,153,758,2,11,7,6,44,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
118,1,6,171,306,788,15.94496155,411,8.316471064,8,5,28,15,2,0,58,1.173613921,2,2,3,2,1,3,4,689,2245,51,34,51,171,0,0,0,0,0,0.24,49.42,0,0,0,0,0,0,13,10,19,0.75,0,0.25,1,2.25,1,0,0,0,463,0,0,788,293,13,53,99,207,270,158,786,2,11,7,6,39,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
119,1,7,128,608,1268,47.93950851,849,32.09829868,29,14,57,30,46,0,176,6.654064272,3,2,3,3,2,3,3,515,5152,134,142,164,169,0,0,0,0,0,0.15,26.45,0,0,0,0,0,0,43,24,17,0.333,0.167,0.5,1,1.889,1,0,0,0,280,0,0,0,168,440,71,111,576,365,144,1257,11,6,12,5,19,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,12,5,1
120,1,7,128,491,1025,39.59057551,686,26.49671688,12,14,36,19,30,0,111,4.287369641,3,2,3,3,2,3,3,515,5152,108,114,132,136,0,0,0,0,0,0.15,25.89,0,0,0,0,0,0,26,24,17,0.333,0.167,0.5,1,1.889,1,0,0,0,297,0,0,0,136,355,57,90,466,295,117,1016,9,6,12,5,19,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,12,5,1
121,1,6,172,287,760,31.12203112,405,16.58476658,3,0,19,9,4,0,35,1.433251433,2,2,3,2,1,3,4,1315,5160,57,37,68,124,0,0,0,0,0,0.23,24.42,0,0,0,0,0,0,3,25,19,0.533,0,0.467,1,1.875,1,0,0,0,421,0,0,0,248,39,43,113,194,267,144,760,0,12,7,6,47,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
122,1,6,171,293,754,19.24942558,392,10.00765892,75,6,154,59,75,0,369,9.420474853,2,2,3,2,1,3,4,689,2245,49,32,49,163,0,0,0,0,0,0.24,39.17,0,0,0,0,0,0,81,10,19,0.75,0,0.25,1,2.25,1,0,0,0,1036,0,0,0,281,12,50,95,198,259,151,752,2,11,7,6,39,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,6,1
